序号,标题,网址,是否违规,违规词
44,心理学虚拟仿真实验教学中心-陕西师范大学,http://www.baidu.com/link?url=W_KrYDz4nxLOqjRWpciG6hYUTG2mmqhq7H5fudnPJ051ebKzN1C879YSRMrvgiTw,不违规,
45,河山网 || 陕西师范大学西北历史环境与经济社会发展研究院,http://www.baidu.com/link?url=s08AvdAgymtYI-dySxVv-p73ppcx7Bpl_C9rnB3e68tcO4Hmft3_RobV-q_HE-7q,不违规,
46,陕西师范大学后勤第二集团网站首页,http://www.baidu.com/link?url=r1efCtp2Tt-CtRVbQiM-G5VQpGMozcFUJMO_vHFiXxjY56De4MAh7w_a7PPvD2cI,不违规,
47,陕师大-宗教研究中心,http://www.baidu.com/link?url=_XcARcBDS1Tn94max8La5BlW6HdhZZhUbQPOojjbk0VPG_Xd50kRwjhzrFTScCjf,不违规,
48,陕西省哲学社会科学重点研究基地 西北基础教育与教师教育研究中心...,http://www.baidu.com/link?url=vLOa8qjQVosBhVMuY5R9qplMNT87wNnagRYLwXxG2Ivb-3pzggLgyxsSK8hkpgT1,不违规,
49,陕西师范大学新闻与传播学院,http://www.baidu.com/link?url=t-QXBnGiX9hBLHKFqvZ9fEWhfhCHM1BURSiwRvw4BYrPwNbAW1buCm74DUwKW7ng,不违规,
50,陕西省国际科技合作基地食品与健康科学国际联合研究中心,http://www.baidu.com/link?url=2PtKt1GosA2z-X7JGrE-ZFdCrXnVhsfXumZuYjbGMyi7kgs8sUVs6VHSe195dSje,不违规,
51,跨学科X-物理实验教学示范中心-陕西师范大学,http://www.baidu.com/link?url=nC61OBEFOjtBQM2cRTzw3f6CI0MZp4Ksx9ctYISlrGiDEn59o4Jo3NTEC3L5zlvR,不违规,
52,陕西师范大学基建处,http://www.baidu.com/link?url=QpHbofPUKnzTimxWTeTqalOo2bXl8jfkauAMBrOiZvefVnF18PC0gSrJJ0CkqY_e,不违规,
53,化学实验中心-化学实验教学中心,http://www.baidu.com/link?url=7qC1t20U0csROp0c91gYhx8i2szIO1SiR5K5kvS7OujSV2IzsN0wde6qJb-_46Hx,不违规,
54,外国语学院网站,http://www.baidu.com/link?url=SKlzvyQvz0lJe5rM6EVCMctmGYPKbzKjvYi-dY7EaoQcIbbMkppF8qfTB--nx9XO,不违规,
55,学生处学生资助管理中心,http://www.baidu.com/link?url=dOJ7qDpD_GJZeCcu6uNvw8mLwJIAFFSz_Cck6SeWQ0H8sVaPWB9S2Qhybkhf2ex_,不违规,
56,陕西师范大学医学社会史研究中心官方主页-网站制作技术支持:新...,http://www.baidu.com/link?url=3gcgLmOqlLtBWp-icwROLM9rSTel-nVxlgJW-QMqkuBMLiKHZxp0bCIsszU-x180,不违规,
57,陕西师范大学迎新网站-首页,http://www.baidu.com/link?url=1OqTdXSokRX3KdnF4D6ozHV0sO5Ghw4TmRiCaHR6kpeor4QIEWyBsYcCwCvgjLnu,不违规,
58,陕师大审计处,http://www.baidu.com/link?url=fEEHOnnanMpnHyS0Y2GPVs99ikX20bLnXPOU_BhTeHnWLyYHxcSbh_jZA-gLPtVa,不违规,
59,陕西师范大学体育人文社会科学研究中心,http://www.baidu.com/link?url=oGWMkl5Hpg0otOkxUfYdYy5akFJJQ-6ppFWGWKG-2kE_ZGWgEUI13_UrSBIWR2PF,不违规,
60,马克思主义学院,http://www.baidu.com/link?url=DSCSftobEKl-RS_CEYRQz62h80yDkY6Gtk5A2ZDqBgsPrxQX3JPjfbeuXjNmyeLj,不违规,
61,人文社会科学高等研究院,http://www.baidu.com/link?url=oASqz4cPdfspfuvG1Gup-vToIu_XCmm7L8nUho0adnkUBEehKBK63N7UGPgwe7dE,不违规,
62,陕西师范大学研究生招生信息网,http://www.baidu.com/link?url=laU4fefm8qjkLRbSQv2a_ZYWaUWzeNzf6-j2adGD1h0ytSdqTs9-PMPhIdPksyiP,不违规,
63,陕西师范大学哲学与政府管理学院 网站制作技术支持:新势力网络,http://www.baidu.com/link?url=BY2r3A6soIhCTY4l4Vlsf9ltDqUrxGSg6m8naGi51msQgz8sauBtTAvp4ny6LX5d,不违规,
64,陕西师范大学本科招生信息网,http://www.baidu.com/link?url=EaGxeWxC9VQEMSzh6wQTE8CowtnPiqnt2KKz1ucSBjt5tkNgVv-EKdmc7hXkiMrC,不违规,
65,陕西师范大学环境感知与信息处理工程技术研究中心,http://www.baidu.com/link?url=D_nT-JBZFD5UE8-BT7MBxnVlDHGqI-VvgasohvdxXxhXFLeYSGXt1MThHnBe7EPV,不违规,
66,中国古都名域网,http://www.baidu.com/link?url=Dxf5gBvSVyS5KYWxq7SR81rYkXSOhFbIfTouAKb8yCyuPVejxZWiIBxrblgKqueN,不违规,
67,陕西师范大学邮件系统,http://www.baidu.com/link?url=XPhRy-bCS-xjckC5-8mqt6byv_eR0ut-dAyuefN30AM6McqtS51gWwsKaYvwJVlS,不违规,
68,陕西师范大学团委-启夏青年网,http://www.baidu.com/link?url=hcucGPvwPokefSEG5rwxkgo6v1P0NG0Fmv2teqjRGk3WIyTy0Dm_qkzswV751_J3,不违规,
69,陕西师范大学教师教学发展中心,http://www.baidu.com/link?url=7QtKX8XfGcYj0R9noiFqvsCi06o54ps_GAbb3-98gKaCJKpUlm5BEVjS_p85YBzR,不违规,
70,陕西师范大学在线课程平台,http://www.baidu.com/link?url=juDqcc7gviAkx5EnwzGbJ9qFCiVt8sNMJooSEXye5PT_ah03IOaLpGUBgQh6RPZQ,不违规,
71,陕西师范大学秘书学系,http://www.baidu.com/link?url=K-BN1pArQT5_sbSzf9GGu_OGmJQhLFjsfUX0dDHNMBWgby9eQ7ql26jDREpr3WMT,不违规,
72,陕西师范大学学报编辑部,http://www.baidu.com/link?url=Bx3JyPaCi456X7WQvCdXPScbNrbd0l_fsQTr-1u_Kuq6R26cHNpvxd4sLoGEZsbj,不违规,
73,南方发展研究中心,http://www.baidu.com/link?url=xWZSut2CvNcGfr2YlAogqEGpAPLJMcMsJsquAyYTKm_,不违规,
74,陕西师大档案馆,http://www.baidu.com/link?url=kMSftSUbrBtgs-iIbDGD9OiUWfeeGSlhCpfEQRYvwQhuiOHMPu_AHtvhkniF0qdU,不违规,
75,研究生院(研工部),http://www.baidu.com/link?url=kuoYzZpGbHqCHF1jsGXfC4Octl_MXznMIQ3FiNABFWq2a3RnWXhMhH_ODwCtrhMO,不违规,
76,陕西师范大学博物馆,http://www.baidu.com/link?url=3HwDROz5Ot7BcbbNzYO_9-znbD0iqCUA1v9s9i-RXVjbGDNnKykjGV1X1mjEByPe,不违规,
77,陕西省心理学会,http://www.baidu.com/link?url=JqelbDzsMOgIzeiZZaL_PnFPgn-AEPqK-4KIL2aoiopFdppbhKO6F2bpx_EkbtEc,不违规,
78,陕西师范大学 党委统战部,http://www.baidu.com/link?url=U68YV4y6bC_jVdioXbin9GX8wasHnnDMBz_b3Jr3df__x45M7MzCs8pFHZ0fPtyhAMcFhsQ-j3VQYq8DogUSdq,不违规,
79,运动科学与健身虚拟仿真实验教学中心,http://www.baidu.com/link?url=7kD04yZ2WnxS71LhiNOmua8IN0iA_BJGJHzw62gFBJqWxn7xV-4Fwfo3ewtQm_xz,不违规,
80,运动科学与健身虚拟仿真实验教学中心,http://www.baidu.com/link?url=hvibFYC0d0TOd-1tKUPJfj_wMuy0tHUM5nYudbnWo-WKb1YEsvcvSH6BdGsbivVz,不违规,
81,数字传媒技术国家级实验教学示范中心(陕西师范大学)- 新闻与传播...,http://www.baidu.com/link?url=gzU2kuEcxZ7lNOuI2wYtLFDAHxC_kcME3J1OmlC73-vPmz4M1R1IDLrMx5m170r5,不违规,
82,陕西师范大学教师干部教育学院,http://www.baidu.com/link?url=EPhvKlheLOBhCU3X0kgU4tvOkDOtkqiU0UxD9ZGqn2dJUsWew2fwOPvjNBYu278b,不违规,
83,访客首页 - 陕西师范大学服务门户,http://www.baidu.com/link?url=mg5kRfp-TFzjno9b8Kb7Q5PuoJ1B3GBHc-n7BlRrxjK,不违规,
84,一带一路建设与中亚研究协同创新中心,http://www.baidu.com/link?url=6N050Qo_4oIJ3Lsj7P7Mkld5C42-4emps0B1KxAUSSS8ee05Vuayt19sWAxj6RSP,不违规,
85,陕西省能源新材料与器件重点实验室,http://www.baidu.com/link?url=uYImxitakvuvIQumjxz6Vg3TNpuxUbbthVRMQEjbfapeM4kqkKpIXrxxWqrDlkcv,不违规,
86,陕西高校课堂教学创新大赛平台,http://www.baidu.com/link?url=9IdheL5W3Y0KJ6I6HiLgP8EFqMsJC27m16FECBU9tCYuVTZH6NEr6e52J847onOv,不违规,
87,CircR2Disease,http://www.baidu.com/link?url=RsQH21e_AD4ze5Dn-A1RsBIIW4H4Wca4nQQ_sd7yypydszy6Vut7sGc_m37ewIeg,不违规,
88,语言资源开发研究中心,http://www.baidu.com/link?url=CBIW1AoQNxGUHJULFDWpXlgKIRJ116z-do9SWwej7poyYAGugWXDmeOLl92RFE3B,不违规,
89,科学技术协会,http://www.baidu.com/link?url=q5d3cPAgxmeoAmz2PzMYely6dUbiZpkdI68UWbiXy0ZC46C-wotzbUx83Ynm-sDZ,不违规,
90,内部控制办公室,http://www.baidu.com/link?url=bBcIILzBMsHrCarpRD75u6wybTrRpAnCTSb7O0gISOxbE2Y4FjM7TMzXspPqTcby,不违规,
91,访客首页 - 陕西师范大学服务门户,http://www.baidu.com/link?url=sf1EsD2REerkNyblgf3YATeEaWoQ-BFNTQZV6XrDmJi,不违规,
92,物资设备采购报名系统,http://www.baidu.com/link?url=X2cJetjmab7et8qE5fL7YxB_Ev7UXGEfUuilbY4fZocv5ODnmFWf92w4DvtLrG2O,不违规,
93,陕西师范大学研究生信息管理系统--登录窗口,http://www.baidu.com/link?url=JBfIK079y_3E34EC9wd1GwW9a2JCWxyGbQfTYQmHzS7AsRDDBv3fIfk2Dz3uE4zK,不违规,
94,学术委员会,http://www.baidu.com/link?url=8X4nlQ1NDyDhfnGA04KdHAXXn21o9a-Uz3PSoyxLgdLrlHz2XjzixZK-4pmwYbIz,不违规,
95,扶贫开发工作网,http://www.baidu.com/link?url=jdxO5BA6VWGPIF2ukmtIi6MB4d0uq3pARU8WuYlEEFBgSQx9epf50mI8Si7PFtW6,不违规,
96,陕西师范大学采购网站,http://www.baidu.com/link?url=MR9kA_QBUhBKvqxyvuxlm9tb3I_zOg1L4GhA7vAt1JQKSs0lr49e0s_ZuppeDwr7,不违规,
97,陕西师范大学校园统一支付平台,http://www.baidu.com/link?url=yROMPHxAFjVSt60xd0mbgQvu0qi4JTbSTZ5BMwlVLVEfkNXbuFC6OGBJikR2fEa9,不违规,
98,陕西师范大学西夏文字与文献研究中心,http://www.baidu.com/link?url=8rD-YxQk3-ON3fXq0gj-B42t5g6tQY8MytNIt_yWu8CkXoTGfMe5go52MgF3bhvv,不违规,
99,中国古代文学博士研究生培养模式的探索与实践,http://www.baidu.com/link?url=96bsuQHBB0Y9NCCkwoee4HLF8lEMps5skMB21PYtcb555VUATgBVK5K4CXK4tvT6,不违规,
1,陕西师范大学图书馆,http://www.baidu.com/link?url=M7mM5rm0ALuBQ_m34hG2o5TOE6k7q2yrOwtrgba0vZsG2biL_yaLRRoex5hYqf3t,不违规,
2,社会科学处,http://www.baidu.com/link?url=MkRNQxrFGKAeulMESOAAfummindtVZUYArqh_-dNgpmdU0Tlil-n8S97pDIOZoyu,不违规,
3,陕西师范大学,http://www.baidu.com/link?url=9AKeoRDCtHqqyvr4wd1Qbk0dvti40iqKrZclucTcv1px8N1plOuG8rZa3u6aODyf,不违规,
4,教师教育办公室,http://www.baidu.com/link?url=5t2htGAoT4-En1jTk6Q44RCRaOZraRdQE03eX5jARNA_8KIRqcrdGdTkIoWXZ15B,不违规,
5,河山网 || 陕西师范大学西北历史环境与经济社会发展研究院,http://www.baidu.com/link?url=fg32Fa_f9O1BD-PjDTKFqOGgXmfnHhL_DgYQho5b6-rTCZJziIL9HTkhWwCx4qfs,不违规,
6,陕西师范大学材料科学与工程学院,http://www.baidu.com/link?url=L29EPo1ktdIBmiBWbCSa28alWPE6B-OHoZaH4W_8SNpr7W9SqLYHlzHOMAydiPWn,不违规,
7,陕西师范大学国际汉学院,http://www.baidu.com/link?url=xxVpmCd0BuTQ1EUCAqbRWTBWZU5bFPY4Y4-c-x19W_azVdFsBh6cHQFpTwxO5d1l,不违规,
8,本科生教育网,http://www.baidu.com/link?url=yToVT0oxBjkL724P4WfsrTJNxSG85q6-0DNyuBSTsvrGwdfAbBXuXxJwW_uEyOuT,不违规,
9,陕西师范大学国有资产管理处(物资设备招标采购管理办公室),http://www.baidu.com/link?url=CzHDC5bOG80RYD6V0IK-_T32He8vlTtFRZtxlJWc26qng_T3RhQ3lPbmKXj9kvgd,不违规,
10,陕师大校友会,http://www.baidu.com/link?url=xibswk_dON_pdUwyyRUBMUxyfDXdlXBAx_Tttdz9c0UZsEYRLSaGPA1LoinNLzQb,不违规,
11,人事处,http://www.baidu.com/link?url=FG-H1MZ4HvPZpzSv9y-mREyTGvJlw7amqD_Sf6zFmhiyB-ly4VpPJSeh60LKWXbQ,不违规,
12,中国教育后勤协会信息化建设专业委员会,http://www.baidu.com/link?url=30-80Ooac2o4TNVYN0tB9Rb-5ugTaGX0KMQM5l8KTpqP3ijrjsRUWG3lUzfCtxaG,不违规,
13,地理科学与旅游学院,http://www.baidu.com/link?url=hy6AE4pOTWWN_-reLeJDz1vwPTx6FRx3qp-YxIuDM2rSZoRN5ITB9dg4NNp5xpTl,不违规,
14,数学与信息科学学院,http://www.baidu.com/link?url=8q6AsC0YEp4d7YLpNyQHntDSfnqzLh0PHX7Bn1oJaAy6Nhreatk0eI2OAvU8_TLH,不违规,
15,陕西师范大学物理学与信息技术学院-首页,http://www.baidu.com/link?url=Wx-QjG2OrZfnZ62aui0JUIvD989K9CaXQWnQiLp-UU718DAKbSs6nNp3hTnqWjvc,不违规,
16,陕西师范大学美术学院 师大美术学院-网站制作技术支持:新势力网络,http://www.baidu.com/link?url=blKJnmDuqE6qVQi0usCQ2_ks63Tz9D5bc3gRYps54Hw0IQP1IpZ6bZwHJlpicwTK,不违规,
17,欢迎光临陕西师范大学历史文化学院官网,http://www.baidu.com/link?url=XjJ9MllaUVk8Tu2SOotxZECHW1lrUlXSXuDvEMthUtMcETy78FCDu1WUX_na2dpu,不违规,
18,陕西师范大学附属小学,http://www.baidu.com/link?url=tnzdvu4Kbem_z_nunxfWSbAAU0T8bgtOHIhHEvhdkeG,不违规,
19,陕西师范大学发展规划处网站,http://www.baidu.com/link?url=h4jlWGS4iKlz0vsbtbUmo_b_tr-VEhfsFJcEq0ksNH04NjvHqqLlQQNF1FuDnLPx,不违规,
20,陕西师范大学附属小学,http://www.baidu.com/link?url=WHhyTjuDiaN-Efv7J8-IFHGbPseQjlxaWEECDAcEbT7,不违规,
21,陕西师范大学电子离校网站,http://www.baidu.com/link?url=YeYumoUl3rqKDJLKku83bDBfQP2K83GLScB7Am1trAkaYoS-yiFS0HBQLbJBGePI,不违规,
22,陕西师范大学化学化工学院,http://www.baidu.com/link?url=rmzKg4Nob8zptSEado4RdJ4cjLk5rLw5HDhU9YtEsCzETpzh6KIwjHwsQfmK-PAb,不违规,
23,陕师大-科学技术处,http://www.baidu.com/link?url=tZgfhHTLVugzK1k6jah0xP6JzZUe4aZ0vhjyYiZeuifnoo4_SqOogR5cEG05Yfsw,不违规,
24,陕西师范大学教职工之家 陕师大工会 陕西师大工会 陕西师范大学...,http://www.baidu.com/link?url=TqzWDL5NITWUsaFoQvo4gjgK6akejvgo1YToSwEe8tm,不违规,
25,陕西师范大学计算机科学学院,http://www.baidu.com/link?url=Ku44St8Jw6ECDBwSHGnvZhxQRbMXnJud7USLoR6rr7NCvbuMMcyNlc3U3nnu5gHc,不违规,
26,民族教育学院,http://www.baidu.com/link?url=8J5g5s-NX6dvx0JFyfVMfUZIwf1Kve1d6Jckb6jVOpYHSvqbP4T6B0HGkzXT23Q0,不违规,
27,陕西师范大学西北国土资源研究中心,http://www.baidu.com/link?url=9IGWgBHw6sWSK8MEk4OLCKjiumjU98aAv3LV_fCZQBrFGDHLqaD2-Fq2palEZ__B,不违规,
28,陕西师范大学教师专业能力发展中心.,http://www.baidu.com/link?url=8BG-k-0pT2nl7qsFrpM0lf6t72y4lwoV3fSA1s-lWg9R5fneegKFmcr2O_1FRrSl,不违规,
29,应用表面与胶体化学教育部重点实验室,http://www.baidu.com/link?url=VgPuc9Goer101KlfG_cIB9WJ1lsqcyNjpLfOkIXffXaCZOJp53fvGJGtzOKHQHuX,不违规,
30,应用表面与胶体化学教育部重点实验室,http://www.baidu.com/link?url=9DRlmrCZs_VyDXaE3PTUWyICyW8oZJYboFL4ygAGn_mfy1LK6elMCPIHaJtfWFSA,不违规,
31,陕西师范大学食品学院,http://www.baidu.com/link?url=kt6Vk5Gv21f9QP_lqp9d6ySdgGSagfLYn2Yfl-e6hn2sFZBDVMygjCSSdfNf5BTu,不违规,
32,Shaanxi Normal University,http://www.baidu.com/link?url=22llOYtjA-CRtaJ55lCF-pdGK5UX1ualkxijbmddm_NH5ltAeX4fiPDDq1Czcply,不违规,
33,国际交流与合作处(港澳台办公室),http://www.baidu.com/link?url=dWf22EkZwM_e9gTxR0vw1WoC7R6-EU4KOLBsxaQAAWaYJfcKkmC88y6E6Rczj-l8,不违规,
34,后勤管理处网站,http://www.baidu.com/link?url=crJwWgihztW89pNvFbGAGlOXFiHhQUI2MxX8eoEWIuRVe9HIZiOQY77fUoFozdzH,不违规,
35,党委组织部(党校),http://www.baidu.com/link?url=mONkLGhM-7OJBiXKG1guRg0Y5v2IxjLCX5TFcwBL-dNU_W5ljH53318yT_OyI-9J,不违规,
36,陕西师范大学 现代教学技术教育部重点实验室,http://www.baidu.com/link?url=Zgt41k1UvoDCLTH_6RdRvCXx1reRao5EghuF2tpKRpcrr9PHwONGtr-IcSr2x4gK,不违规,
37,陕西师范大学中国西部边疆研究院,http://www.baidu.com/link?url=AmIYKPFQ_eH6nuHHI4GXdjd7UJzFr73EjiL8Al7k-cKXMFWoom1EO6cI61ucfxad,不违规,
38,陕西师范大学 社区居委会,http://www.baidu.com/link?url=_0i3obJDXx7XvWxC4veEen7kkOA1K_3nM6xJM1a9Lyu_1-HukOmA-5VDASuENQ1c,不违规,
39,党委学工部(学生处),http://www.baidu.com/link?url=nDQwdHe75ahRGQuVCWTe0-Rsd8zIbHDyKa2KHmJ3LKusOl524ipcLCujrs0SjpBH,不违规,
40,陕西师范大学国际商学院网站-主页-技术支持:新势力网络,http://www.baidu.com/link?url=taKHkfa6TSRgszDPFnaTFpchHr9mv-NKRGbW_FdmDhfH7V117EqNF6p9_TAe_k6V,不违规,
41,陕西师范大学党委宣传部,http://www.baidu.com/link?url=TKNS-WG0i5sYoyKn6ae16Mz6DapEjTW_Jwu6te9uTifrnFe_kz-UwQcYbePAZKd9,不违规,
42,陕西师范大学学科建设处,http://www.baidu.com/link?url=5WSwyA3Yw4rukYPFE4UqpmngW-Goxl8eZRiNHqluwZrsMCauJe56sTEsXzhuzrZp,不违规,
43,陕西师范大学远程教育学院官网,http://www.baidu.com/link?url=vn2kaTm7TRuOAXGtx3CglkXHNbOFJy8efewzMmzkaZNhbkiLeYJ0g4ZM3MOGvyY1,不违规,
44,心理学虚拟仿真实验教学中心-陕西师范大学,http://www.baidu.com/link?url=mKTwfdOaDqN2d1eifyXfXlybsRhca27rbOWAbVXkSbeaHluhQaiHiz4OSJmewsbc,不违规,
45,河山网 || 陕西师范大学西北历史环境与经济社会发展研究院,http://www.baidu.com/link?url=rGR_dZH1B3gRmp6qiAwrevEuTcawpD5f-Gr6THp4qR22UC-Y_WYDx-9HuB8CEpid,不违规,
46,陕西师范大学后勤第二集团网站首页,http://www.baidu.com/link?url=FUzU-Rvn6ApDLscuVi1Tl3V1L7Jz-u8LZARa9lGoLaYr5oWp6JCEO5Y9XxIcJDTU,不违规,
47,陕师大-宗教研究中心,http://www.baidu.com/link?url=tgh6lrps6K1v3jl39sx60tMIaLUTtT6C9EoAamG4nJ5vzyZ6TXBug5eeyQ8-lZYy,不违规,
48,陕西省哲学社会科学重点研究基地 西北基础教育与教师教育研究中心...,http://www.baidu.com/link?url=lsMAejGnj7a3U14Supv8Ea6gkvxYoyeKUrUVprGexaUO-_f8Gbc0mB8goWzGKJMO,不违规,
49,陕西师范大学新闻与传播学院,http://www.baidu.com/link?url=VhxhqF3Vtmrp7yIos0lECxI2Zr-VhgJd13TZRL-DajZ2X9DTRRh2ZE2NhmgtRDqh,不违规,
50,陕西省国际科技合作基地食品与健康科学国际联合研究中心,http://www.baidu.com/link?url=XMbSYYz0ig5AXUiS84CQgvpgKD3oRwhDlR1CHR35GNNZ70D26N9ih03-7uSWhiqk,不违规,
51,跨学科X-物理实验教学示范中心-陕西师范大学,http://www.baidu.com/link?url=UiPmNw8_glnHGTBmvZUsLy3iU8U9GHWM3eC-i3uLJJTb6kR3l4Ub6FYqClR6q2XJ,不违规,
52,陕西师范大学基建处,http://www.baidu.com/link?url=0lagkbde6OlImmbasi7Ft5g5ttESzHmemUuXvd3rwiTWGWbRy0b6dxbtAESzYt0w,不违规,
53,化学实验中心-化学实验教学中心,http://www.baidu.com/link?url=jyXryYfwTJI0GcpnBK3tBXYa4rRmHjuK_csmdvASIy_Hb-kwrW6skdisYFytuVXu,不违规,
54,外国语学院网站,http://www.baidu.com/link?url=cmyT3-LHtJRL0ZVqpuF15zppX7hnnsWcrbNb5HccDnBphBYZbHGVLAhf-DQ-hZ_j,不违规,
55,学生处学生资助管理中心,http://www.baidu.com/link?url=n3e91tlsg3nfICt8JHkKP15Nzynxd3TtJxGdbqySORWZENlW8wc8xyKzCYVHdEks,不违规,
56,陕西师范大学医学社会史研究中心官方主页-网站制作技术支持:新...,http://www.baidu.com/link?url=_9Xf_eV3QIJUAuGMsF4LdgDCSr-5qfzCihTUUtxPEH4LQ55Hj4NWmTiWBJmGUN1E,不违规,
57,陕西师范大学迎新网站-首页,http://www.baidu.com/link?url=O5xhTNWoMjtEtt1WAj9L2C-l9H_vOs2E6PeXw9vUdLyGxddWXzDsTmqPn4MZ1LYd,不违规,
58,陕师大审计处,http://www.baidu.com/link?url=Y6afGtJsNfriHMsQbaciSjHJKLUOLxJZeq1dNzTx03RKt3cA4fB81eaaECjQlfjx,不违规,
59,陕西师范大学体育人文社会科学研究中心,http://www.baidu.com/link?url=lbPyBNvjL_A0olVIFPf3pYixEJ6IROBPUUp-gJPn2Mp50rCQNUgYKqYFYKlE3_JM,不违规,
60,马克思主义学院,http://www.baidu.com/link?url=mVnptTqIPsZ-PJRzIfdHg1r0NgKKUhTC3808FdkzfoOjDmBwaB32e_10VbFTk6P8,不违规,
61,人文社会科学高等研究院,http://www.baidu.com/link?url=nmJMYy66Ba8PhigMb5uPZdeDJziBBAvyiXtF7wDzIdAl15ttEyONRlUDNAkntduE,不违规,
62,陕西师范大学研究生招生信息网,http://www.baidu.com/link?url=GWJukTm-MZdSLPvvefauN-a0sueynUQjn6ep95dYc5P0heyclc-pX6F8bTsbU8nb,不违规,
63,陕西师范大学哲学与政府管理学院 网站制作技术支持:新势力网络,http://www.baidu.com/link?url=t1Hb20vWb1OzHFYEUTTdQ_GHEvucXL5_Wxz_oeAIrct0bl-8xu2TpL6OMpWyB1TV,不违规,
64,陕西师范大学本科招生信息网,http://www.baidu.com/link?url=pCCGIBf5Yv76W9Oh-_Gi29IcL2LwpYR_26H-KsI2CPkxOXplt-DY7JDMcnEia5-V,不违规,
65,陕西师范大学环境感知与信息处理工程技术研究中心,http://www.baidu.com/link?url=icpBcipOCnMlKyxfdnS6J-h2kEqBe5O01AwveGZQ9raKA3M8fTMUKcDx1otWbOAg,不违规,
66,中国古都名域网,http://www.baidu.com/link?url=pcLgLV2aK1OkJCEaugWxa3e6FBN8x-qIE3tCHHhRidkjXuCa4AC1VQYEof_y5ELj,不违规,
67,陕西师范大学邮件系统,http://www.baidu.com/link?url=FUSwXnQLNKNlOtcWkljM8fB4B5yomcgHWFRGMZPA7HqBDVk_unFdRXGs8ivRIEdv,不违规,
68,陕西师范大学团委-启夏青年网,http://www.baidu.com/link?url=oW-_vIWuSOahS8rcG1n8LtNgu-JdrKsXuypRdjpJnMFNhNshN7k77CVMv0ZLphAd,不违规,
69,陕西师范大学教师教学发展中心,http://www.baidu.com/link?url=uYph-zrpZFSUbq7t5ouwAMuHZIqn8y1Y-mVPHUVvj2IRrXvZYP7V_XBboWnbeEkh,不违规,
70,陕西师范大学在线课程平台,http://www.baidu.com/link?url=6_wIlXoK528ZrFHclfDaWLRNIwkyoQKEyIdM-nMnhF2ROGJ2JiAlIyh5CV3nHT19,不违规,
71,陕西师范大学秘书学系,http://www.baidu.com/link?url=we0CiRLKbEvMlSqX7CWY5hMiCZ5n763DDDUc3HVvnarh1yQDKJ5-LUqC_AiwJGYJ,不违规,
72,陕西师范大学学报编辑部,http://www.baidu.com/link?url=L_kbtTIchd6hQzvNtSECtwJsITIxBbUQwzZsCYbtZevd5oE0zP3YfLhC6NZmweXg,不违规,
73,南方发展研究中心,http://www.baidu.com/link?url=f7PvSCsn9O6pbqI9mtg7PSGwlACXWUtsjoRwXNZhAY_,不违规,
74,陕西师大档案馆,http://www.baidu.com/link?url=DB7ilssWv0uWm7_m5V_PG1CRUeocYjyMz8TJAXUs6eYGpLV9S-72mf2hlXCj8lrl,不违规,
75,研究生院(研工部),http://www.baidu.com/link?url=NxiIzbH-hrz2X5QqDGtFd_GX1Cdnu6V6IpUx-s8f_EWXQWheI_x5zassdkYFn6QI,不违规,
76,陕西师范大学博物馆,http://www.baidu.com/link?url=g84v5hWp49_U8PQueWOhtRsLwjsAAYQAXOdCAeueSklOTmIJDX_SrvlAvuwybAZt,不违规,
77,陕西省心理学会,http://www.baidu.com/link?url=bSq1cOAb96pOjUgigK0gs9lII-JxWalrICs5aHSM3y7drus6NixEdwbEI7hvvH-F,不违规,
78,陕西师范大学 党委统战部,http://www.baidu.com/link?url=ZNHWSNIdqdQ4AgGrNDtoIUeUjNcQZbnBu2mv9SqNkoyb7370wfr3lM_uGnnr-bfz5aTDkSlPdeU2GLT-s0mmYa,不违规,
79,运动科学与健身虚拟仿真实验教学中心,http://www.baidu.com/link?url=pTpNJnlB00V-wemSgiq2hzBTFFhdsGpBnbKHNPUTLCg9zHQca0P4mN8-XbPOYgTF,不违规,
80,运动科学与健身虚拟仿真实验教学中心,http://www.baidu.com/link?url=0JO_MZ9x70xn6AzF4iyYACuWch5GLPRd6HmlO_V1fSG5TyUVvf7uRr9EFWwo7rSP,不违规,
81,数字传媒技术国家级实验教学示范中心(陕西师范大学)- 新闻与传播...,http://www.baidu.com/link?url=mZIO0aF-YuVSJWG23U-83uQeVKzVlXSRrEvZts_7y-vzFa3UEfcJbdj1l4qW7QXo,不违规,
82,陕西师范大学教师干部教育学院,http://www.baidu.com/link?url=xT0kniKaAlquMURce_UnyC8FynAmlMMhLhmXuLseYO8qtB2znwhAObSI48nCslqx,不违规,
83,访客首页 - 陕西师范大学服务门户,http://www.baidu.com/link?url=Rec3O_0xp0ai9iTdYxjf1YA52LRMzZ4_SbURaUw7hoW,不违规,
84,一带一路建设与中亚研究协同创新中心,http://www.baidu.com/link?url=v2jz0Dju6HZuCGJfyk-FO9DGJuscBMYPi3mdj4WTofjdAcshTinDp_FMFNxL8FqN,不违规,
85,陕西省能源新材料与器件重点实验室,http://www.baidu.com/link?url=muBxMaBBIsHwMhBg_3TTf4W0wdGMNNnRyJBnb_EtnOu0fDrGVDtGOTpDIMTpX-IS,不违规,
86,陕西高校课堂教学创新大赛平台,http://www.baidu.com/link?url=KrJWn9S98H0M5-i7Q4GGp_AG2BKhMbAEcORk1jA8G7_4cww3HZNh--1K5abAKe5j,不违规,
