序号,标题,网址,是否违规,违规词
87,CircR2Disease,http://www.baidu.com/link?url=-YD4El-7CZAM8tcnaXS8VqsKm9D6zah0MPvxY16SWd21XuIIOwkoEOrwMHD2Va7J,不违规,
88,语言资源开发研究中心,http://www.baidu.com/link?url=XJQYLgHXZP12WzrPQqEK5BXS1J-T9olmGbN_b1rq0WHj6uhXqXVUL3MId3qXi5lB,不违规,
89,科学技术协会,http://www.baidu.com/link?url=ZT8FZ1Fkt1U5UHeQaiw9n6WcRYczA_A2G8HcQYgvFPRinRt3kMJwB50yQaC-p0WG,不违规,
90,内部控制办公室,http://www.baidu.com/link?url=JNSJuhxNtMn3HJg6q5rET0kA_lJLH-DkW2ekqjrmwNwSJsQ_NgfhWlBaQPynf-C-,不违规,
91,访客首页 - 陕西师范大学服务门户,http://www.baidu.com/link?url=mURQBxOY1_9Unlue7gLtMgFeWdWqQNnSX7_LvZPPg-7,不违规,
92,物资设备采购报名系统,http://www.baidu.com/link?url=3NqkclPkZSk-sknj7RNRLi21XmZe0BNCXd2tp8qCLIinkldTKuOYmq6PD83KxhKj,不违规,
93,陕西师范大学研究生信息管理系统--登录窗口,http://www.baidu.com/link?url=ZTNdq0p8jcz_Yh8uIwaooasiGMzS39eDf1Mt873L_eRRTnwwLnHNDNiO5UlnuDfL,不违规,
94,学术委员会,http://www.baidu.com/link?url=lrFPWNbBl4r6EuAoKsuJ8ZPgF_bp68W6rBI8WDB6KZjV70Q0Ow_vwNZKznAN0kKB,不违规,
95,扶贫开发工作网,http://www.baidu.com/link?url=DQtZ5Q8ylaj4dwwW5XGeTjWyGqLNIaH4CH8uUUL_ZNOKLVAqmP_Pl7Dm6wLmpTNL,不违规,
96,陕西师范大学采购网站,http://www.baidu.com/link?url=gdNwj--mpzHAf_sIjlOOjgEbaqYvPyeNW3SY3r3IL4ffB1vhzi77RpNaqZ07AKt7,不违规,
97,陕西师范大学校园统一支付平台,http://www.baidu.com/link?url=psMdnbq1kMhc6znGxD-0jiFP4ZtPx7-nWbDdIApA3R1Fi30vEN2r3FrgcveRJxWa,不违规,
98,陕西师范大学西夏文字与文献研究中心,http://www.baidu.com/link?url=u95jIHVSgoTe_TVUyjE_ilJGI4_0-hTZ5yLdJGpFNHsXD7kypvFTmlkm79Nd_v5c,不违规,
99,中国古代文学博士研究生培养模式的探索与实践,http://www.baidu.com/link?url=_KMl5FsRYLGuFsQPhyU3_KfG1C0bN2jjWUXADm4nVFx0SWVRPUQWFLOM9uWZdPBu,不违规,
1,陕西师范大学图书馆,http://www.baidu.com/link?url=hmKw0TmzNSNIR_3R0II1RVtohxyGxAmn6iNwwD2-f62jvqxLLTAoj1P1-6D6I-dC,违规,陕西
2,社会科学处,http://www.baidu.com/link?url=Xfdo9CjfFLdPeUUTR1BbKmihtEmblMWtrEk2WKfZpWG7md2zQZmA0z4IzON5OMRp,不违规,
3,陕西师范大学,http://www.baidu.com/link?url=NDRg1py6wBxyRoHKK8EzCbWzZ5do0QIFj9UGxd1vU1AQhqXA9acqfkq2QW5dlUgY,违规,陕西
4,教师教育办公室,http://www.baidu.com/link?url=qjidmSX1095FuafaZ6O-L95qiEmYrB8iqeC5W-t3PaxK0UuJwAmPT9DZJfhxzo7q,不违规,
5,河山网 || 陕西师范大学西北历史环境与经济社会发展研究院,http://www.baidu.com/link?url=VAEqwbSHHZTkCkjR_ZLiu65-vV89_TjVLTvXPr_tGXP2C51S-bWp1CjGZnOgRN6L,违规,陕西
6,陕西师范大学材料科学与工程学院,http://www.baidu.com/link?url=2U1UmjbqbNPkQVHSs0R4dIS24NCsfuLxYlKDRDf4ALrz_7Cug7GzFA81OtyJ3esV,违规,陕西
7,陕西师范大学国际汉学院,http://www.baidu.com/link?url=xfvKUijQs6KfNgQw8yzBw2tBYmBY8DEsjsqS_wWsp-gQZviNl6KB0SGL9LdC_L9B,违规,陕西
8,本科生教育网,http://www.baidu.com/link?url=wvWdKTDh5-tDTVe8s3RWWeoAaMF287KqhT3tAPdEbpOkPejCWr3jFIMnqvIHAmVC,不违规,
9,陕西师范大学国有资产管理处(物资设备招标采购管理办公室),http://www.baidu.com/link?url=2vziBoVAfbXCqWc_kAwtkby7O1oLDvFuN6vbUbBvQRi1Cs4bfVRsStLOUTzF-o8Y,违规,陕西
10,陕师大校友会,http://www.baidu.com/link?url=t-Ar2HoZy20Xz-H8KJLZwN1rynq7gj0JYowZH6MIRg8_OH0I97a1kjARfX0HLh1u,不违规,
11,人事处,http://www.baidu.com/link?url=W4nu7fSRimNgb9e9DEhX71U3PSkYf5kmY307Kfso4F9aue9OEZS9mkUo1AFPTTiE,不违规,
12,中国教育后勤协会信息化建设专业委员会,http://www.baidu.com/link?url=D_rGcO6YH34QbDFHxcMRsYqjqBm9uIDeMaUV_YHHjpWn-eAX9buZeaxYiVx7Edfc,不违规,
13,地理科学与旅游学院,http://www.baidu.com/link?url=4ikPGiC0MiFvDRZsG5cuOcgs3evj8vd_2CgbLGhzuauzQ9o7_nfQIHNu5zCXGr7H,不违规,
14,数学与信息科学学院,http://www.baidu.com/link?url=gl8gPVEt30hPbohXx6tBCXyAPzBboLvW0dOU0jHw3tiEzsef30NQBDBWmaSU3Yc7,不违规,
15,陕西师范大学物理学与信息技术学院-首页,http://www.baidu.com/link?url=PKjxKIZiZdMJwMvBFv6M8Vvj4OJBD77lxiR3Gp9zSKeWTeNn8MQyB7d-BlFeZ_3e,违规,陕西
16,陕西师范大学美术学院 师大美术学院-网站制作技术支持:新势力网络,http://www.baidu.com/link?url=-m6Pjx8gRp6LpJ43bsbhp-KAOTo5BJNSqcxennhbkAW04Wu15xSZKXRF7-SBcKGQ,违规,陕西
17,欢迎光临陕西师范大学历史文化学院官网,http://www.baidu.com/link?url=MRcF-uviFInLtNPWXxkU2aLc2tQDhu38W72Ac5b_eql2Ks8CHRZLKho5Pkt9LPRx,违规,陕西
18,陕西师范大学附属小学,http://www.baidu.com/link?url=tQi1TzzfWXR48Ai8mRrHzQEeGDX2oY_CBvQlU2ljFE_,违规,陕西
19,陕西师范大学发展规划处网站,http://www.baidu.com/link?url=kgD6N8IcoZ8873Z3ZFQ0Ye4z_fOkMutYv4hUnMI2FIHplGcxlPG7hyS_e8YwrEQs,违规,陕西
20,陕西师范大学附属小学,http://www.baidu.com/link?url=4kv7HgJlY4pUzN-qoUdzdYI7jF6b2gv4hHD8Iz35W9q,违规,陕西
21,陕西师范大学电子离校网站,http://www.baidu.com/link?url=V1egvQFmKmXHyNQ7Vi56TOjelmT5ZbBWGsJS5-zoHNW6YgswSrYrzqQcFQu3yLmy,违规,陕西
22,陕西师范大学化学化工学院,http://www.baidu.com/link?url=SqzRENWf8VzNSe6lV2gDGodsKjkgPmvV7hacMDF2aLAppikk78UWd3UXaahlQUpX,违规,陕西
23,陕师大-科学技术处,http://www.baidu.com/link?url=luQ60MAKks5O8svGSOklMT-mLk61XCDlJD-WJNtp7j0-nn8kOCJrXUyrVKCeJv2l,不违规,
24,陕西师范大学教职工之家 陕师大工会 陕西师大工会 陕西师范大学...,http://www.baidu.com/link?url=YMLdISsR-15l6iAWTo4P7hFg3m7Aupm4yjlNIqyJHfi,违规,陕西
25,陕西师范大学计算机科学学院,http://www.baidu.com/link?url=0it6AsdOocugPhUHyPxu9IC-AQzJORlNSqiRuTrpCzYBIel2JgC7RkVsPsyPG1fF,违规,陕西
26,民族教育学院,http://www.baidu.com/link?url=bcJNw4pxfhxkuF7Jta_7Pi6_TjH6__GuQ4y7MErqAdkhDG0MGtqVg-on0h-7TABd,不违规,
27,陕西师范大学西北国土资源研究中心,http://www.baidu.com/link?url=U8UwWKIdgCr2_y2pJG47NE1i-aGHdkSw3J-dTcGddqvj2M5NO5eMFbY3AuJe3XcF,违规,陕西
28,陕西师范大学教师专业能力发展中心.,http://www.baidu.com/link?url=K57DgvnrdgP-VZR19REsyqlDEyGHFc7eB8J229Xm6hWx-149fh509Q5iyZcob4Op,违规,陕西
29,应用表面与胶体化学教育部重点实验室,http://www.baidu.com/link?url=E1GcsW_6RneWFcUQRw5QVZNweJ1Xgt2uCY6KQGuOIo1Cb6MU_w0GxtfVbNJapThF,不违规,
30,应用表面与胶体化学教育部重点实验室,http://www.baidu.com/link?url=8PuhgfsDqPdEv2pDSWuxUEWZreuN62_MKa_2GSLYso6K2TDbnxU2yPqP7cfklzOs,不违规,
31,陕西师范大学食品学院,http://www.baidu.com/link?url=N6DfcgraaEPzxGI82HsiNBs8_y3LKMQYEGmkyvMmcZFwWJCE4Zr9LNMDO8NbDmGO,违规,陕西
32,Shaanxi Normal University,http://www.baidu.com/link?url=huq4sjhO_au30evPftqvA4Ibxs40BRKn6c7KphXhC4RpFqLS-LoG4MmRsMyEfZbW,不违规,
33,国际交流与合作处(港澳台办公室),http://www.baidu.com/link?url=rhd_rd4RvJ_2fHB8B44uFTUEVD-eSD34CQV9grBO8OfvG875_P-DUUEyotYuI8de,不违规,
34,后勤管理处网站,http://www.baidu.com/link?url=ug5OLIk3uYkc8aF-z-enNaXTwY-jmrELU5qyuz0xLEB7V4kp-H0sUGzFNUgBs-l-,不违规,
35,党委组织部(党校),http://www.baidu.com/link?url=NytnPj4rh1lHatwyR9RWbnA2mdHUYaSQ8SZYQHXAi6CsmS0_WlX9foSoHrqlX0R2,不违规,
36,陕西师范大学 现代教学技术教育部重点实验室,http://www.baidu.com/link?url=gUgKeR4BOWjdXjkq9GNYgzzicvLUsFZhQoShrT-OAEZ18t4vaMbOP3tmmG-eY3tT,违规,陕西
37,陕西师范大学中国西部边疆研究院,http://www.baidu.com/link?url=mELRNIsMQYyL3w247nsJ9VZXf9s4aj1kVIvTDgBNQ0MOJ4rs6kSi-V_rIAIlEv-5,违规,陕西
38,陕西师范大学 社区居委会,http://www.baidu.com/link?url=J5pYU_xEP4BxxEc0DhiiXlCmzvOs76YJmPMVi1g2jE1pmIPID_7_8Aq-9ToXGYnK,违规,陕西
39,党委学工部(学生处),http://www.baidu.com/link?url=HAiAh3KVzZmBDKa3kjRBjQptEoGAOiPMrFJWBdKRSUZkYPY3mwA6qsqGmLIqe5iO,不违规,
40,陕西师范大学国际商学院网站-主页-技术支持:新势力网络,http://www.baidu.com/link?url=ggHI2SKLOwd96xGpusM51ryNot_EaF3IpwexXQlD3CAzlbIm_nXd_OrLM72yl12x,违规,陕西
41,陕西师范大学党委宣传部,http://www.baidu.com/link?url=SqyoKef7cMISht9X95jPe14TituoLYTAvYUp2yBfAW2e5Q06LOeME2R-ieZzRVfL,违规,陕西
42,陕西师范大学学科建设处,http://www.baidu.com/link?url=ppeWSi5V-ycJAGYcz2oATw1fkuxyovPA6RVajJNydEAfuCmUOovPGk2BpeRn6410,违规,陕西
43,陕西师范大学远程教育学院官网,http://www.baidu.com/link?url=QLkio8uiHjfZwyEob14aoV2_Ql9oOMsrGcIqjwocelNFY5BLk4-z0NbWClBKrSUz,违规,陕西
44,心理学虚拟仿真实验教学中心-陕西师范大学,http://www.baidu.com/link?url=KxqGJ7dv__2mYZ3g4Y7yDY-cuCPzFNBtYTm2GIaDUVNPtcCVC-5MHQyLtRHv7F85,违规,陕西
45,河山网 || 陕西师范大学西北历史环境与经济社会发展研究院,http://www.baidu.com/link?url=XZWcFlBFfwWC7LNusNFz34HdP5o-y-bAgIUqbfOmaqs-7OrmCzm4E-kIjhihMFQZ,违规,陕西
46,陕西师范大学后勤第二集团网站首页,http://www.baidu.com/link?url=8H7UbLKPDHwJF2W0dgI0eaNEgBoiFle6QxUVk08Q56AxX3rA-tEZydt3DIYzY0yH,违规,陕西
47,陕师大-宗教研究中心,http://www.baidu.com/link?url=5nzeBaLdfkcj1UaPIoc4FIZ010_DnEYavTaKyvMRiCPZnehHNScrr1dj1Grhel4c,不违规,
48,陕西省哲学社会科学重点研究基地 西北基础教育与教师教育研究中心...,http://www.baidu.com/link?url=ziwn00lwuDE7Ch2e-52SUyvo5fd0enuoAk74NMyu2-w9qzw8iZzgnCKrtcO17TjJ,违规,陕西
49,陕西师范大学新闻与传播学院,http://www.baidu.com/link?url=uugdXgHADKOymr3XVQ_huNNuo4VNXemTjbm9OAorxcQCfAEXyEPTc33jJBhwsrXm,违规,陕西
50,陕西省国际科技合作基地食品与健康科学国际联合研究中心,http://www.baidu.com/link?url=wGi6_i6w6jPto_VZr2Y3Fo-ptZ1PuH9mGJf6YfojCJKQIUHZZobhoSzpyUSsYZPW,违规,陕西
51,跨学科X-物理实验教学示范中心-陕西师范大学,http://www.baidu.com/link?url=u8XWa2BOddGiSXbw9XDdKzrLNvSIlqk3QoPSCvXapKFpJvk6s0RewAhF-cPn5C4Q,违规,陕西
52,陕西师范大学基建处,http://www.baidu.com/link?url=YyxCBCNf3KJ4FvoV7fGTq72uO7BPAFYFCHYd7Eo-l6L1iLic46sRTDZm-LMflFH2,违规,陕西
53,化学实验中心-化学实验教学中心,http://www.baidu.com/link?url=BFRGZaTAISuTaS6YZHGK2pCo6Nn-ATedHmDn9tDGb5NUdSI7ds4L4DJW7RexRkBK,不违规,
54,外国语学院网站,http://www.baidu.com/link?url=NW1pZ4Dt5l4WQOpN01kSFKJyNxiGCsiJ-XEJk9qmvJYO13vf4XqZhlrlfI0PNthQ,不违规,
55,学生处学生资助管理中心,http://www.baidu.com/link?url=S4mCHIZ98ERP1GG6fOvL6UcRY7C8xOouo5GlXf6Af7yxZeq3tpjrePNlkqD50OC0,不违规,
56,陕西师范大学医学社会史研究中心官方主页-网站制作技术支持:新...,http://www.baidu.com/link?url=V-JqKFGEGOyIiJIGfz-gZhbrTFyE-YjrbAxo8JVbCNvWbylPiuINyGZpootU3tNI,违规,陕西
57,陕西师范大学迎新网站-首页,http://www.baidu.com/link?url=o5Xq5y75zs4ItO_OjwMNDlQD74uMfTdZ5v1n6OVaNGNepiGtThptciHFpPSYpH1L,违规,陕西
58,陕师大审计处,http://www.baidu.com/link?url=Ra2krh5X210QpJ2nw2fSfx24wU8xp_vdLtkQpGhBDet2563HsIl3In5jldbF9jwL,不违规,
59,陕西师范大学体育人文社会科学研究中心,http://www.baidu.com/link?url=iuiYMvLqkTQAbMaavlHfOOT2k_O2qq6Kc90Tw6uAo-kdsXbdbpgCw8IdOXj9A461,违规,陕西
60,马克思主义学院,http://www.baidu.com/link?url=W3hWPP_uc4RkfFEmZYSF2jNdHv-ljQDXmGO3oKF-Hiy64NMrf_IC9JWj1q37sNd3,不违规,
61,人文社会科学高等研究院,http://www.baidu.com/link?url=x5idGN40Dq0w1iD3OIYXnRIeY0qLr7r69OvS-E_QutnODnZKA9YGCENuVgr_xYih,不违规,
62,陕西师范大学研究生招生信息网,http://www.baidu.com/link?url=f7y4e1Q1t2NMU9_8YLh21lhXc4c77Cmrx9scfcApubGfGvNOLQm9Bf-IZ2B-PFdA,违规,陕西
63,陕西师范大学哲学与政府管理学院 网站制作技术支持:新势力网络,http://www.baidu.com/link?url=EV2WSuv5r-HKFquJE4czZFjfUYAhrlogMMzfgGaf6aTP_tPgxlev8_wsnoMawAWq,违规,陕西
64,陕西师范大学本科招生信息网,http://www.baidu.com/link?url=UKwXc5Ze1HwVxgLf7yiIdbVBTlbJRNwLTiY4I2lwDMcmck37H0K-WcLdr-npg-Yk,违规,陕西
65,陕西师范大学环境感知与信息处理工程技术研究中心,http://www.baidu.com/link?url=mZTOplaHSGpwYaKSjVf_i4guzBwbp0zqUCluJUmxFzkwAGJlURciLeevJmtJv--9,违规,陕西
66,中国古都名域网,http://www.baidu.com/link?url=5lSONtds8XLmccmyKf2lo3q-rcbDPmOuWDirOZ1Hq0uJc1u3-ACAyukjiNDaTljp,不违规,
67,陕西师范大学邮件系统,http://www.baidu.com/link?url=qXjSuGqnsZ0y9g3BVwaybGsZRMJeS08p47PQvsRkHwnydbqkZys50Y6yuyz8MOMc,违规,陕西
68,陕西师范大学团委-启夏青年网,http://www.baidu.com/link?url=T7VugcmEovbGQaD4ui19_m9QjcOcQzd1ygVCyWBUQa3_oulmJl7tKxQjIR7XLhzh,违规,陕西
69,陕西师范大学教师教学发展中心,http://www.baidu.com/link?url=_b6pW7LuXPuFlPzwRQk6AyH4EeSj0Jnt1r8q51-VC1Z5HUnclS6boXzqbgiLaiN3,违规,陕西
70,陕西师范大学在线课程平台,http://www.baidu.com/link?url=fvpDR6dZ5YW9zdozhmJxMbMX5qikteoSB0roxArleC8usS8u92DW9vtOWlpQfFWY,违规,陕西
71,陕西师范大学秘书学系,http://www.baidu.com/link?url=-RJW6_5mFxdGS-XaXVTwyQ59ospm9IVr8oMkgNn6kZoOJBkWJ3-7y-sQ6IYXps9k,违规,陕西
72,陕西师范大学学报编辑部,http://www.baidu.com/link?url=p68fqsJKA6sAZhtl_C0VSU3vqmFs6s3Yhv_EnD1mP4AOfOqIxAmGiT-LDiwhSQZT,违规,陕西
73,南方发展研究中心,http://www.baidu.com/link?url=MMW6TIAFRZBUfWduy4M70hdN9XIjbQvvhjTvDlvZxZ7,不违规,
74,陕西师大档案馆,http://www.baidu.com/link?url=bTG-z06GFKddOIfeeqi7V1Tke5-seaUbKImFSreL40JBQ-HWjeS6WNs1pPeMs_tS,违规,陕西
75,研究生院(研工部),http://www.baidu.com/link?url=5RMG8QhlT_8hNAIEda6UGVc8y2tkKdDmun-69pKS5NcS7Wx8AMj1yhNhwtDjoSrl,不违规,
76,陕西师范大学博物馆,http://www.baidu.com/link?url=S3lbgdwR0zif39ouFFQ1Hyewte95LDT6NAAYmgLi90W6706LKuxV0ZJdqFPHvpsu,违规,陕西
77,陕西省心理学会,http://www.baidu.com/link?url=wbdy6jsX6VLjYzkuW9Gw10EL4rRW1pcmQ54n9UdV4-otrVXyWZnszTgLssM7cauC,违规,陕西
78,陕西师范大学 党委统战部,http://www.baidu.com/link?url=WALCEhCMtG6GNIflDBi_sN3Nx5j8f69ZBSeNYYKC-7lgDEKiihluyG9wnhD4Dg6DSNbqBTJmGXWJCpXdVy6E0a,违规,陕西
79,运动科学与健身虚拟仿真实验教学中心,http://www.baidu.com/link?url=5AIrDnEhnDJrh4NcMdnUO3Rp3e4ud8V54QKaroPOKC43ckfUyQU6bJ89DOn93DHO,不违规,
80,运动科学与健身虚拟仿真实验教学中心,http://www.baidu.com/link?url=cEwa_p3IHbuFkPO76NuNgeR0TAtg7mS7d4JrWaTZ2rU7MjQbzohphhDRq9N8W11c,不违规,
81,数字传媒技术国家级实验教学示范中心(陕西师范大学)- 新闻与传播...,http://www.baidu.com/link?url=Q6DIVVDHnFWI2MAYhV9imEPr5ljv4F49wBKiDlBHukiyz7sElA0lSPXEU0NGSPQ4,违规,陕西
82,陕西师范大学教师干部教育学院,http://www.baidu.com/link?url=f14XRjxQ9guybfN1qPJkObo8FcklUdrPb_KAQhoByRXztbDGcBrzbkcev9ZdKj6J,违规,陕西
83,访客首页 - 陕西师范大学服务门户,http://www.baidu.com/link?url=0JeFrHoBOcnDm-ra7JqLk-nai8PMjHkNVQJpH0Uckve,违规,陕西
84,一带一路建设与中亚研究协同创新中心,http://www.baidu.com/link?url=-1jRKdVwv4XufoAC56vIXkxXjUgsIuF-3Xf3rxTXEd1dwx966g9MRgmoZaSrWhd8,不违规,
85,陕西省能源新材料与器件重点实验室,http://www.baidu.com/link?url=8B_896PRkuz8ZNwGnR7PLx9wDbgkfK63JFNvFVM6HvCNCzxysYxLxTY4pVyLUDLz,违规,陕西
86,陕西高校课堂教学创新大赛平台,http://www.baidu.com/link?url=lUPRvGMGEOjL0eOYNjy1JS_NBvRJKr9t6JaxK_5qEfV1QSZIz78lz7XsozLzWipO,违规,陕西
87,CircR2Disease,http://www.baidu.com/link?url=zzlDaaf6C_KRNdtyiAy-gRuRwLQlJvjlg9Oe12pJSDiwh-h_RBhfF-2ez1LegTkt,不违规,
88,语言资源开发研究中心,http://www.baidu.com/link?url=73kraeO44Z3VZmPCRUZ5HUd4Gb98TSZJlxnrnr2yrJQMVaOyouHsvdZ7YMzmauKr,不违规,
89,科学技术协会,http://www.baidu.com/link?url=neUwm5pHKNQOfIsewF8P0JbiWN4ZjSrT9j0_ir0rWXupuyI7Sr3Q-PbFy05spXbT,不违规,
90,内部控制办公室,http://www.baidu.com/link?url=RjcP0yq4Dap820u1SVIIB3J5XmcjEJqyn8Ug6GjXKt76ObB4DIBuQ0p4xkmoEAGS,不违规,
91,访客首页 - 陕西师范大学服务门户,http://www.baidu.com/link?url=Pohq-Q8gDoRFYXKXQquWHdLCgtktD1GC0WBUDS7o2Lm,违规,陕西
92,物资设备采购报名系统,http://www.baidu.com/link?url=5awBfhZdmR7BFY7n8ZV8C1p13gHNriqbqD7uQdYtkwDTkEmTx-OvOueFubfLckFD,不违规,
93,陕西师范大学研究生信息管理系统--登录窗口,http://www.baidu.com/link?url=oh33f9tImqmiyxhMRJIGIRw1O_w3jN_2kl5n6HhaJuIBzgkGLWGyhzidYlXkKyug,违规,陕西
94,学术委员会,http://www.baidu.com/link?url=UVfs0rxfscaFY9uFgNEBRZZFBTQjejwleebZThh_CVbgWe287oKGhVp3LviFVtev,不违规,
95,扶贫开发工作网,http://www.baidu.com/link?url=Xii_mTfcCOjrZltBqrSkrPKXf5pP-vg-dPmjDN6yDbwRZbkwUxzQ1yX8OdpCn8FY,不违规,
96,陕西师范大学采购网站,http://www.baidu.com/link?url=o-imLamLyM0m5xiX48L1e6wYTdQE4m19qG_t9fZd2XQNiv09hKnDjw738TRcVnlN,违规,陕西
97,陕西师范大学校园统一支付平台,http://www.baidu.com/link?url=cT-xpwVOrdoyohSfZXsd3GB5MqbfsT5W8QRxoIzG-6-ttL5VL5tamJ5kMEjJfT2U,违规,陕西
98,陕西师范大学西夏文字与文献研究中心,http://www.baidu.com/link?url=l3WBH9I2Sf9XYcDmNd5xbCRMg5S-6NCWL_1sZ0Rvft44ZenWD_jpgrobjZNG-rwO,违规,陕西
99,中国古代文学博士研究生培养模式的探索与实践,http://www.baidu.com/link?url=cW5j-_fbJVsqnY8ITySorEBOWtaZKACVnL-4c78DvOKDtDfuDWGFx2xUAiMfxQc_,不违规,
